9.247199999999999864e-01,9.264900000000000357e-01,9.247199999999999864e-01,9.262899999999999467e-01
9.251000000000000334e-01,9.274999999999999911e-01,9.233000000000000096e-01,9.262000000000000233e-01
9.261000000000000343e-01,9.363000000000000211e-01,9.255999999999999783e-01,9.351000000000000423e-01
9.350000000000000533e-01,9.368999999999999551e-01,9.264000000000000012e-01,9.294999999999999929e-01
9.296999999999999709e-01,9.362000000000000322e-01,9.276999999999999691e-01,9.316999999999999726e-01
9.321000000000000396e-01,9.357999999999999652e-01,9.264000000000000012e-01,9.294000000000000039e-01
9.298399999999999999e-01,9.298399999999999999e-01,9.250199999999999534e-01,9.284799999999999720e-01
9.274999999999999911e-01,9.315999999999999837e-01,9.224999999999999867e-01,9.244999999999999885e-01
9.242000000000000215e-01,9.251000000000000334e-01,9.136999999999999567e-01,9.180000000000000382e-01
9.159000000000000474e-01,9.196999999999999620e-01,8.934999999999999609e-01,9.039000000000000368e-01
8.987000000000000544e-01,9.059000000000000385e-01,8.962999999999999856e-01,8.993999999999999773e-01
8.987000000000000544e-01,9.090000000000000302e-01,8.975999999999999535e-01,9.005999999999999561e-01
9.004100000000000437e-01,9.036999999999999478e-01,8.990299999999999958e-01,9.036999999999999478e-01
9.012999999999999901e-01,9.074999999999999734e-01,9.009000000000000341e-01,9.049000000000000377e-01
9.043999999999999817e-01,9.058000000000000496e-01,9.008000000000000451e-01,9.039000000000000368e-01
9.032000000000000028e-01,9.088000000000000522e-01,8.975999999999999535e-01,9.080000000000000293e-01
9.079000000000000403e-01,9.122999999999999998e-01,9.025999999999999579e-01,9.082999999999999963e-01
9.082000000000000073e-01,9.213999999999999968e-01,9.070000000000000284e-01,9.193000000000000060e-01
9.197100000000000275e-01,9.261000000000000343e-01,9.195699999999999985e-01,9.226699999999999902e-01
9.209000000000000519e-01,9.233000000000000096e-01,9.149000000000000465e-01,9.163000000000000034e-01
9.166999999999999593e-01,9.224999999999999867e-01,9.136999999999999567e-01,9.197999999999999510e-01
9.203000000000000069e-01,9.274000000000000021e-01,9.172000000000000153e-01,9.191000000000000281e-01
9.180000000000000382e-01,9.196999999999999620e-01,9.122000000000000108e-01,9.200000000000000400e-01
9.182000000000000162e-01,9.340000000000000524e-01,9.176999999999999602e-01,9.234999999999999876e-01
9.239300000000000290e-01,9.261000000000000343e-01,9.239300000000000290e-01,9.255499999999999838e-01
9.251000000000000334e-01,9.264000000000000012e-01,9.186999999999999611e-01,9.242000000000000215e-01
9.230000000000000426e-01,9.272000000000000242e-01,9.199000000000000510e-01,9.250000000000000444e-01
9.249000000000000554e-01,9.290000000000000480e-01,9.127999999999999448e-01,9.180000000000000382e-01
9.182000000000000162e-01,9.202000000000000179e-01,9.147999999999999465e-01,9.156999999999999584e-01
9.166999999999999593e-01,9.171000000000000263e-01,9.054999999999999716e-01,9.058000000000000496e-01
9.080799999999999983e-01,9.128300000000000303e-01,9.068800000000000194e-01,9.091399999999999482e-01
9.083999999999999853e-01,9.108000000000000540e-01,9.042000000000000037e-01,9.060000000000000275e-01
9.068000000000000504e-01,9.079000000000000403e-01,8.937000000000000499e-01,8.969000000000000306e-01
8.969000000000000306e-01,8.991000000000000103e-01,8.923999999999999710e-01,8.949000000000000288e-01
8.954999999999999627e-01,8.969000000000000306e-01,8.891999999999999904e-01,8.921999999999999931e-01
8.921000000000000041e-01,8.958000000000000407e-01,8.912999999999999812e-01,8.919000000000000261e-01
8.923400000000000221e-01,8.941099999999999604e-01,8.920900000000000496e-01,8.929200000000000470e-01
8.928000000000000380e-01,8.999000000000000332e-01,8.901999999999999913e-01,8.952999999999999847e-01
8.959000000000000297e-01,9.010000000000000231e-01,8.941999999999999948e-01,8.990000000000000213e-01
8.992999999999999883e-01,9.002999999999999892e-01,8.870000000000000107e-01,8.884999999999999565e-01
8.881999999999999895e-01,8.895999999999999464e-01,8.776000000000000467e-01,8.857000000000000428e-01
8.859000000000000208e-01,8.877000000000000446e-01,8.839000000000000190e-01,8.854999999999999538e-01
8.862499999999999822e-01,8.864100000000000312e-01,8.838599999999999790e-01,8.839599999999999680e-01
8.851999999999999869e-01,8.872999999999999776e-01,8.769000000000000128e-01,8.811999999999999833e-01
