1.398800000000000043e+00,1.399899999999999922e+00,1.398099999999999898e+00,1.399100000000000010e+00
1.399499999999999966e+00,1.403699999999999948e+00,1.395100000000000007e+00,1.396099999999999897e+00
1.397100000000000009e+00,1.399299999999999988e+00,1.385999999999999899e+00,1.389100000000000001e+00
1.390300000000000091e+00,1.394200000000000106e+00,1.385299999999999976e+00,1.390099999999999891e+00
1.390500000000000069e+00,1.392500000000000071e+00,1.377299999999999969e+00,1.379799999999999915e+00
1.379599999999999937e+00,1.391399999999999970e+00,1.375000000000000000e+00,1.389699999999999935e+00
1.390149999999999997e+00,1.398470000000000102e+00,1.389799999999999924e+00,1.393499999999999961e+00
1.396099999999999897e+00,1.400300000000000100e+00,1.390200000000000102e+00,1.398800000000000043e+00
1.398600000000000065e+00,1.401299999999999990e+00,1.385199999999999987e+00,1.398300000000000098e+00
1.399599999999999955e+00,1.399999999999999911e+00,1.386300000000000088e+00,1.388099999999999890e+00
1.390500000000000069e+00,1.405200000000000005e+00,1.386800000000000033e+00,1.403000000000000025e+00
1.401399999999999979e+00,1.418400000000000105e+00,1.397799999999999931e+00,1.417599999999999971e+00
1.417149999999999910e+00,1.419939999999999980e+00,1.416639999999999899e+00,1.416900000000000048e+00
1.418099999999999916e+00,1.423999999999999932e+00,1.413699999999999957e+00,1.421499999999999986e+00
1.421799999999999953e+00,1.424900000000000055e+00,1.417200000000000015e+00,1.416800000000000059e+00
1.419699999999999962e+00,1.421599999999999975e+00,1.407699999999999951e+00,1.410300000000000109e+00
1.408800000000000052e+00,1.421999999999999931e+00,1.404900000000000038e+00,1.416800000000000059e+00
1.416800000000000059e+00,1.419300000000000006e+00,1.405200000000000005e+00,1.408099999999999907e+00
1.405829999999999913e+00,1.407070000000000043e+00,1.402150000000000007e+00,1.403529999999999944e+00
1.404500000000000082e+00,1.411499999999999977e+00,1.401899999999999924e+00,1.407200000000000006e+00
1.407899999999999929e+00,1.414900000000000047e+00,1.404500000000000082e+00,1.411899999999999933e+00
1.411100000000000021e+00,1.414700000000000069e+00,1.404900000000000038e+00,1.412600000000000078e+00
1.412700000000000067e+00,1.423300000000000010e+00,1.411299999999999999e+00,1.415599999999999969e+00
1.417100000000000026e+00,1.424500000000000099e+00,1.405899999999999928e+00,1.423499999999999988e+00
1.423329999999999984e+00,1.424299999999999899e+00,1.421710000000000029e+00,1.423480000000000079e+00
1.422299999999999898e+00,1.426800000000000068e+00,1.419000000000000039e+00,1.420400000000000107e+00
1.421699999999999964e+00,1.424500000000000099e+00,1.414900000000000047e+00,1.423100000000000032e+00
1.421599999999999975e+00,1.435000000000000053e+00,1.420800000000000063e+00,1.432399999999999896e+00
1.433200000000000029e+00,1.434399999999999897e+00,1.423999999999999932e+00,1.429499999999999993e+00
1.430099999999999927e+00,1.448800000000000088e+00,1.428900000000000059e+00,1.447799999999999976e+00
1.445699999999999985e+00,1.448380000000000001e+00,1.432800000000000074e+00,1.448050000000000059e+00
1.445300000000000029e+00,1.448299999999999921e+00,1.441599999999999993e+00,1.442399999999999904e+00
1.443100000000000049e+00,1.451899999999999968e+00,1.437400000000000011e+00,1.448099999999999943e+00
1.447599999999999998e+00,1.451999999999999957e+00,1.441000000000000059e+00,1.445400000000000018e+00
1.443999999999999950e+00,1.451500000000000012e+00,1.436199999999999921e+00,1.450099999999999945e+00
1.448499999999999899e+00,1.450399999999999912e+00,1.438900000000000068e+00,1.442900000000000071e+00
1.441699999999999982e+00,1.441999999999999948e+00,1.415499999999999980e+00,1.423699999999999966e+00
1.422199999999999909e+00,1.435200000000000031e+00,1.420199999999999907e+00,1.436500000000000110e+00
